user_id,total_tx_count,net_tx_count,total_tx_sum_gbp,net_tx_sum_gbp,sent_tx_count,sent_tx_sum_gbp,sent_tx_mean_gbp,sent_tx_median_gbp,received_tx_count,received_tx_sum_gbp,received_tx_mean_gbp,received_tx_median_gbp
100546,148,-148,3791.66,-3791.66,0,0.0,0.0,0.0,148,3791.66,25.619324324324324,6.0
100568,210,-210,1249.2,-1249.2,0,0.0,0.0,0.0,210,1249.2,5.948571428571428,5.5
100569,1509,983,45590.97,20587.37,1246,33089.17,26.55631621187801,6.5,263,12501.8,47.53536121673004,6.0
100570,21,-21,132.0,-132.0,0,0.0,0.0,0.0,21,132.0,6.285714285714286,6.0
100572,181,-181,1076.94,-1076.94,0,0.0,0.0,0.0,181,1076.94,5.949944751381215,5.5
100573,1230,920,25572.98,23796.780000000002,1075,24684.88,22.962679069767443,9.0,155,888.1,5.7296774193548385,5.5
100583,1451,1247,18339.51,17144.41,1349,17741.96,13.151934766493698,5.0,102,597.55,5.8583333333333325,6.0
100593,1624,986,55137.0,18762.0,1305,36949.5,28.313793103448276,10.0,319,18187.5,57.0141065830721,6.0
100595,126,-126,722.7,-722.7,0,0.0,0.0,0.0,126,722.7,5.735714285714286,5.5
100599,230,-230,1325.4,-1325.4,0,0.0,0.0,0.0,230,1325.4,5.762608695652174,5.5
1006,1941,1741,19357.69,18198.69,1841,18778.19,10.199994568169473,4.8,100,579.5,5.795,5.5
100600,199,-199,1167.48,-1167.48,0,0.0,0.0,0.0,199,1167.48,5.866733668341709,5.5
100608,1908,1406,41709.149999999994,38844.25,1657,40276.7,24.3070006035003,4.5,251,1432.45,5.706972111553785,5.5
100611,50,-50,303.0,-303.0,0,0.0,0.0,0.0,50,303.0,6.06,6.0
100613,1486,1044,43768.770000000004,27555.95,1265,35662.36,28.191588932806326,6.5,221,8106.410000000001,36.680588235294124,6.0
100614,1432,1056,21196.61,18998.61,1244,20097.61,16.155635048231513,6.5,188,1099.0,5.845744680851064,5.5
100617,225,-225,1265.38,-1265.38,0,0.0,0.0,0.0,225,1265.38,5.623911111111112,5.5
100618,926,650,16120.31,14088.85,788,15104.58,19.168248730964468,10.0,138,1015.73,7.36036231884058,5.5
10062,1202,756,14493.04,11341.02,979,12917.03,13.194106230847805,6.5,223,1576.01,7.0673094170403585,6.0
100620,61,-61,385.25,-385.25,0,0.0,0.0,0.0,61,385.25,6.315573770491803,5.5
100621,1825,1437,18095.989999999998,15707.289999999999,1631,16901.64,10.362746781115879,4.35,194,1194.35,6.156443298969072,6.0
100622,284,-284,9771.45,-9771.45,0,0.0,0.0,0.0,284,9771.45,34.406514084507045,6.0
100625,265,-265,13646.17,-13646.17,0,0.0,0.0,0.0,265,13646.17,51.49498113207547,6.0
100635,84,-84,517.0,-517.0,0,0.0,0.0,0.0,84,517.0,6.154761904761905,5.5
100636,1118,720,22499.52,19979.899999999998,919,21239.71,23.11176278563656,9.5,199,1259.81,6.330703517587939,6.0
100640,1263,879,24069.41,21736.81,1071,22903.11,21.384789915966387,6.5,192,1166.3,6.074479166666666,5.5
100645,1271,845,36158.26,19181.36,1058,27669.81,26.152939508506616,8.99,213,8488.45,39.8518779342723,6.0
100656,1262,798,31878.59,29118.69,1030,30498.64,29.610330097087378,9.0,232,1379.95,5.948060344827587,5.5
100658,1262,830,22065.17,18910.03,1046,20487.6,19.58661567877629,9.0,216,1577.57,7.3035648148148145,6.0
100662,152,-152,839.3,-839.3,0,0.0,0.0,0.0,152,839.3,5.521710526315789,5.5
100664,175,-175,1355.64,-1355.64,0,0.0,0.0,0.0,175,1355.64,7.746514285714286,6.0
100687,960,616,39867.399999999994,16258.48,788,28062.94,35.61286802030457,10.0,172,11804.46,68.63058139534883,6.0
100688,2126,1416,50053.55,14705.689999999999,1771,32379.62,18.283241106719366,4.5,355,17673.93,49.785718309859156,6.0
100690,2139,1767,21321.17,18519.61,1953,19920.39,10.199892473118279,4.5,186,1400.78,7.5310752688172045,6.0
100694,1926,1712,22393.829999999998,21070.73,1819,21732.28,11.94737768004398,4.5,107,661.55,6.182710280373831,6.0
100703,1067,899,10868.6,9884.6,983,10376.6,10.556052899287895,6.5,84,492.0,5.857142857142857,6.0
100708,250,-250,2219.24,-2219.24,0,0.0,0.0,0.0,250,2219.24,8.876959999999999,6.0
100709,125,-125,751.95,-751.95,0,0.0,0.0,0.0,125,751.95,6.0156,5.5
100727,149,-149,849.35,-849.35,0,0.0,0.0,0.0,149,849.35,5.700335570469798,5.5
100728,144,-144,927.0,-927.0,0,0.0,0.0,0.0,144,927.0,6.4375,6.0
100735,153,-153,899.05,-899.05,0,0.0,0.0,0.0,153,899.05,5.876143790849673,5.5
100736,1131,799,35592.16,33541.84,965,34567.0,35.82072538860103,6.5,166,1025.16,6.17566265060241,6.0
100746,236,-236,1436.46,-1436.46,0,0.0,0.0,0.0,236,1436.46,6.086694915254237,5.5
100751,1444,1102,22335.800000000003,20177.5,1273,21256.65,16.698075412411626,9.0,171,1079.15,6.310818713450293,6.0
100752,199,-199,1280.83,-1280.83,0,0.0,0.0,0.0,199,1280.83,6.436331658291457,5.5
100754,133,-133,962.6,-962.6,0,0.0,0.0,0.0,133,962.6,7.237593984962406,6.0
100758,154,-154,8530.5,-8530.5,0,0.0,0.0,0.0,154,8530.5,55.392857142857146,6.0
100766,974,662,31719.13,29840.13,818,30779.63,37.627909535452325,6.5,156,939.5,6.022435897435898,6.0
100774,45,-45,295.5,-295.5,0,0.0,0.0,0.0,45,295.5,6.566666666666666,6.0
10078,1250,864,49046.06,3774.959999999999,1057,26410.51,24.986291390728475,5.5,193,22635.55,117.28264248704663,6.0
100782,1292,916,20848.87,18551.77,1104,19700.32,17.84449275362319,9.0,188,1148.55,6.109308510638297,6.0
100786,71,-71,432.0,-432.0,0,0.0,0.0,0.0,71,432.0,6.084507042253521,5.5
100788,243,-243,1385.25,-1385.25,0,0.0,0.0,0.0,243,1385.25,5.700617283950617,5.5
100796,1537,1201,40701.18,22823.58,1369,31762.38,23.201154127100075,6.0,168,8938.8,53.207142857142856,6.5
100800,1480,898,49426.369999999995,18115.969999999998,1189,33771.17,28.403002523128677,9.5,291,15655.2,53.7979381443299,6.5
100803,154,-154,922.5,-922.5,0,0.0,0.0,0.0,154,922.5,5.990259740259741,5.5
100805,1164,876,13870.15,12197.35,1020,13033.75,12.778186274509803,7.0,144,836.4,5.808333333333334,5.5
100817,209,-209,1314.4,-1314.4,0,0.0,0.0,0.0,209,1314.4,6.288995215311005,5.5
100818,1280,924,20903.85,18741.85,1102,19822.85,17.988067150635207,9.0,178,1081.0,6.073033707865169,5.5
100820,1921,1527,58901.94,15062.84,1724,36982.39,21.451502320185615,4.725,197,21919.55,111.26675126903552,5.5
100827,1740,1506,20844.36,19493.4,1623,20168.88,12.426913123844733,3.5,117,675.48,5.773333333333333,5.5
100832,234,-234,12548.35,-12548.35,0,0.0,0.0,0.0,234,12548.35,53.62542735042735,6.0
100848,1487,921,18937.18,15633.279999999999,1204,17285.23,14.356503322259137,9.0,283,1651.95,5.837279151943463,5.5
100856,265,-265,1723.2,-1723.2,0,0.0,0.0,0.0,265,1723.2,6.502641509433962,6.0
100859,1666,1278,19168.85,16893.85,1472,18031.35,12.249558423913042,2.65,194,1137.5,5.86340206185567,5.5
100861,123,-123,772.35,-772.35,0,0.0,0.0,0.0,123,772.35,6.279268292682927,6.0
100866,1337,897,23969.559999999998,21260.36,1117,22614.96,20.246159355416292,9.0,220,1354.6,6.157272727272727,5.5
100873,1494,1072,27350.64,24324.239999999998,1283,25837.44,20.13830085736555,6.0,211,1513.2,7.171563981042654,5.5
100875,192,-192,1325.23,-1325.23,0,0.0,0.0,0.0,192,1325.23,6.902239583333333,5.5
100892,196,-196,1134.35,-1134.35,0,0.0,0.0,0.0,196,1134.35,5.7875,5.5
100897,205,-205,1196.26,-1196.26,0,0.0,0.0,0.0,205,1196.26,5.835414634146342,5.5
100901,801,621,10649.13,9516.13,711,10082.63,14.180914205344584,9.5,90,566.5,6.294444444444444,6.0
100906,1236,674,14229.49,10827.01,955,12528.25,13.118586387434554,9.0,281,1701.24,6.05423487544484,5.5
100909,1159,681,17107.95,14265.75,920,15686.85,17.05092391304348,6.5,239,1421.1,5.94602510460251,5.5
10091,167,-167,32979.0,-32979.0,0,0.0,0.0,0.0,167,32979.0,197.47904191616766,6.0
10092,1395,835,50736.99,16242.989999999998,1115,33489.99,30.035865470852016,6.5,280,17247.0,61.59642857142857,6.0
100925,964,398,43535.93,8650.93,681,26093.43,38.316343612334805,10.0,283,17442.5,61.63427561837456,6.0
100927,1268,1036,16994.29,15531.29,1152,16262.79,14.117005208333333,6.5,116,731.5,6.306034482758621,6.0
100931,1810,1518,23221.11,21444.510000000002,1664,22332.81,13.42115985576923,6.5,146,888.3,6.0842465753424655,6.0
100934,1326,896,19889.84,17268.66,1111,18579.25,16.722997299729972,6.5,215,1310.59,6.095767441860465,6.0
100947,1820,1352,22205.3,19361.100000000002,1586,20783.2,13.104161412358135,6.0,234,1422.1,6.077350427350427,5.5
10096,86,-86,748.66,-748.66,0,0.0,0.0,0.0,86,748.66,8.705348837209302,6.0
100967,218,-218,1861.26,-1861.26,0,0.0,0.0,0.0,218,1861.26,8.537889908256881,6.0
100984,196,-196,24978.39,-24978.39,0,0.0,0.0,0.0,196,24978.39,127.44076530612244,5.5
100986,1325,743,17334.17,13294.289999999999,1034,15314.23,14.810667311411992,9.0,291,2019.94,6.941374570446736,6.0
100988,1613,1089,21281.37,18148.170000000002,1351,19714.77,14.592723908216136,6.0,262,1566.6,5.979389312977099,6.0
10099,1438,930,45270.75,15708.75,1184,30489.75,25.75147804054054,6.5,254,14781.0,58.19291338582677,6.0
10116,92,-92,552.35,-552.35,0,0.0,0.0,0.0,92,552.35,6.003804347826088,6.0
10126,1543,1319,34885.159999999996,33685.76,1431,34285.46,23.959091544374562,2.65,112,599.7,5.354464285714286,5.25
10130,1290,932,34427.18,32228.18,1111,33327.68,29.997911791179117,9.0,179,1099.5,6.14245810055866,6.0
10134,1357,1059,25574.510000000002,23738.21,1208,24656.36,20.4108940397351,9.0,149,918.15,6.162080536912751,6.0
10140,198,-198,1107.5,-1107.5,0,0.0,0.0,0.0,198,1107.5,5.593434343434343,6.0
10141,2042,1754,44322.91,24389.25,1898,34356.08,18.101201264488935,4.275,144,9966.83,69.21409722222222,6.0
10142,177,-177,1032.2,-1032.2,0,0.0,0.0,0.0,177,1032.2,5.8316384180790966,5.5
10145,2397,1871,19889.17,16817.57,2134,18353.37,8.600454545454545,4.5,263,1535.8,5.839543726235742,5.5
10147,889,773,30324.61,29619.61,831,29972.11,36.067521058965106,10.0,58,352.5,6.077586206896552,5.5
10152,104,-104,614.5,-614.5,0,0.0,0.0,0.0,104,614.5,5.908653846153846,5.5
10156,1305,885,20408.76,16943.98,1095,18676.37,17.056045662100455,6.0,210,1732.39,8.24947619047619,6.0
10165,114,-114,727.39,-727.39,0,0.0,0.0,0.0,114,727.39,6.380614035087719,6.0
10167,145,-145,839.75,-839.75,0,0.0,0.0,0.0,145,839.75,5.791379310344827,5.5
10169,277,-277,8572.52,-8572.52,0,0.0,0.0,0.0,277,8572.52,30.947725631768954,6.0
10172,176,-176,6271.39,-6271.39,0,0.0,0.0,0.0,176,6271.39,35.63289772727273,5.5
10179,1900,1464,20409.260000000002,17816.46,1682,19112.86,11.363174791914387,4.5,218,1296.4,5.946788990825689,5.5
1018,896,714,16330.71,14893.71,805,15612.21,19.394049689440994,9.0,91,718.5,7.895604395604396,6.0
10180,1043,693,21489.52,19394.52,868,20442.02,23.550714285714285,11.0,175,1047.5,5.985714285714286,5.5
10192,199,-199,1406.07,-1406.07,0,0.0,0.0,0.0,199,1406.07,7.065678391959799,6.0
10197,202,-202,14595.08,-14595.08,0,0.0,0.0,0.0,202,14595.08,72.25287128712871,6.5
10209,1346,900,45507.26,19211.46,1123,32359.36,28.815102404274267,9.0,223,13147.9,58.959192825112105,6.0
10211,281,-281,1863.34,-1863.34,0,0.0,0.0,0.0,281,1863.34,6.631103202846975,5.5
10215,1426,880,45620.43,11608.330000000002,1153,28614.38,24.817328707718996,6.5,273,17006.05,62.29322344322344,6.0
1023,178,-178,1048.8,-1048.8,0,0.0,0.0,0.0,178,1048.8,5.892134831460674,5.5
10240,193,-193,1085.37,-1085.37,0,0.0,0.0,0.0,193,1085.37,5.623678756476683,5.5
10253,2045,1549,21562.84,18693.24,1797,20128.04,11.20091263216472,4.65,248,1434.8,5.785483870967742,6.0
10254,1147,681,18105.170000000002,15450.87,914,16778.02,18.356695842450765,9.0,233,1327.15,5.695922746781116,5.5
10259,1826,1448,23016.55,20667.91,1637,21842.23,13.342840562003666,4.2,189,1174.32,6.213333333333333,5.5
10266,291,-291,13195.05,-13195.05,0,0.0,0.0,0.0,291,13195.05,45.34381443298969,6.0
10267,164,-164,992.5,-992.5,0,0.0,0.0,0.0,164,992.5,6.051829268292683,5.5
10280,992,680,13498.800000000001,11627.1,836,12562.95,15.02745215311005,9.0,156,935.85,5.999038461538461,5.5
10296,207,-207,10268.56,-10268.56,0,0.0,0.0,0.0,207,10268.56,49.60657004830917,5.5
10300,1257,839,23241.23,20598.01,1048,21919.62,20.915667938931296,6.5,209,1321.61,6.323492822966506,6.0
10302,211,-211,1442.3,-1442.3,0,0.0,0.0,0.0,211,1442.3,6.835545023696683,5.5
10314,1222,956,22386.559999999998,20824.46,1089,21605.51,19.83977043158861,9.0,133,781.05,5.872556390977444,6.0
10320,1132,894,18199.280000000002,16572.2,1013,17385.74,17.16262586377098,6.5,119,813.54,6.836470588235294,6.0
10356,2037,1629,18508.94,16224.34,1833,17366.64,9.47443535188216,4.5,204,1142.3,5.599509803921569,5.5
10371,1763,1543,24614.06,23334.16,1653,23974.11,14.50339382940109,4.5,110,639.95,5.817727272727273,5.5
10384,94,-94,586.45,-586.45,0,0.0,0.0,0.0,94,586.45,6.238829787234043,6.0
10386,1105,705,18549.06,15289.98,905,16919.52,18.695602209944752,10.0,200,1629.54,8.1477,6.0
10389,236,-236,12977.78,-12977.78,0,0.0,0.0,0.0,236,12977.78,54.99059322033899,6.0
10394,226,-226,12176.16,-12176.16,0,0.0,0.0,0.0,226,12176.16,53.87681415929203,6.0
10395,301,-301,19674.87,-19674.87,0,0.0,0.0,0.0,301,19674.87,65.36501661129567,6.0
10400,226,-226,1458.57,-1458.57,0,0.0,0.0,0.0,226,1458.57,6.4538495575221235,5.5
10402,1395,1141,20744.059999999998,19190.86,1268,19967.46,15.747208201892743,9.5,127,776.6,6.11496062992126,6.0
10410,1151,933,33607.049999999996,32354.85,1042,32980.95,31.651583493282146,9.0,109,626.1,5.744036697247707,5.5
10420,188,-188,12603.92,-12603.92,0,0.0,0.0,0.0,188,12603.92,67.04212765957446,6.0
10427,175,-175,982.95,-982.95,0,0.0,0.0,0.0,175,982.95,5.616857142857143,5.5
10432,950,842,21272.800000000003,20556.64,896,20914.72,23.34232142857143,9.0,54,358.08,6.631111111111111,6.0
10436,185,-185,1096.05,-1096.05,0,0.0,0.0,0.0,185,1096.05,5.924594594594594,5.5
10442,1089,731,17789.28,15651.279999999999,910,16720.28,18.373934065934066,8.99,179,1069.0,5.972067039106145,5.5
10451,1219,843,32268.53,30026.83,1031,31147.68,30.21113482056256,9.0,188,1120.85,5.961968085106382,6.0
10454,1257,969,35574.92,19357.879999999997,1113,27466.399999999998,24.67780772686433,6.82,144,8108.5199999999995,56.30916666666666,6.0
10464,661,455,16553.86,15283.86,558,15918.86,28.5284229390681,10.5,103,635.0,6.165048543689321,6.0
10466,259,-259,6413.23,-6413.23,0,0.0,0.0,0.0,259,6413.23,24.76150579150579,6.5
10479,1175,973,23404.59,22205.99,1074,22805.29,21.233975791433892,9.0,101,599.3,5.933663366336633,6.0
10480,263,-263,1726.35,-1726.35,0,0.0,0.0,0.0,263,1726.35,6.564068441064639,6.0
10485,2358,1996,20248.86,18173.760000000002,2177,19211.31,8.824671566375747,4.5,181,1037.55,5.73232044198895,5.5
10489,258,-258,1817.18,-1817.18,0,0.0,0.0,0.0,258,1817.18,7.043333333333334,6.0
10500,211,-211,23067.86,-23067.86,0,0.0,0.0,0.0,211,23067.86,109.32635071090047,5.5
10501,221,-221,12423.199999999999,-12423.199999999999,0,0.0,0.0,0.0,221,12423.199999999999,56.213574660633476,6.0
10505,205,-205,1229.4,-1229.4,0,0.0,0.0,0.0,205,1229.4,5.997073170731708,6.0
10514,1965,1553,21974.079999999998,19447.52,1759,20710.8,11.774189880613985,4.5,206,1263.28,6.132427184466019,5.5
10515,150,-150,985.29,-985.29,0,0.0,0.0,0.0,150,985.29,6.5686,5.5
10520,1421,951,18611.89,15876.29,1186,17244.09,14.539704890387858,9.0,235,1367.8,5.820425531914894,5.5
10521,996,646,19312.7,17130.7,821,18221.7,22.194518879415348,11.0,175,1091.0,6.234285714285714,6.0
10525,314,-314,1796.7,-1796.7,0,0.0,0.0,0.0,314,1796.7,5.721974522292994,5.5
10526,174,-174,1023.95,-1023.95,0,0.0,0.0,0.0,174,1023.95,5.884770114942529,6.0
1053,1452,1186,20241.42,18647.72,1319,19444.57,14.741902956785443,6.0,133,796.85,5.991353383458647,6.0
10534,138,-138,850.95,-850.95,0,0.0,0.0,0.0,138,850.95,6.166304347826087,6.0
10538,1822,1392,20180.21,17433.47,1607,18806.84,11.703074051026759,4.0,215,1373.3700000000001,6.387767441860466,6.0
10548,23,-23,119.1,-119.1,0,0.0,0.0,0.0,23,119.1,5.178260869565217,5.5
1055,141,-141,860.55,-860.55,0,0.0,0.0,0.0,141,860.55,6.103191489361702,6.0
10571,61,-61,370.7,-370.7,0,0.0,0.0,0.0,61,370.7,6.077049180327869,6.0
