user_id,sent_tx_count,sent_tx_sum_gbp,sent_tx_median_gbp,received_tx_count,received_tx_sum_gbp,received_tx_median_gbp
100301,1137,23725.93,7.0,208,1583.48,6.0
100302,0,0.0,0.0,150,11223.5,6.0
100305,0,0.0,0.0,220,1227.12,5.5
100324,1241,16586.72,6.5,202,1231.65,6.0
100338,1661,32710.34,4.5,133,772.45,6.0
100348,1714,17640.98,4.5,177,1022.65,5.5
100368,0,0.0,0.0,252,1494.11,5.5
100373,0,0.0,0.0,76,457.5,6.0
100376,1905,29121.72,4.5,210,15357.7,5.5
100384,581,29455.14,5.5,0,0.0,0.0
100385,929,20633.63,9.0,161,1150.63,6.0
100401,0,0.0,0.0,190,1319.69,6.0
100420,1059,22132.71,6.5,158,967.05,6.0
100423,1169,20453.05,6.5,190,1101.88,5.5
100445,997,13594.53,6.5,177,1055.4,5.5
100446,0,0.0,0.0,132,794.45,6.0
100455,0,0.0,0.0,221,1362.45,6.0
100466,1890,31916.23,2.65,123,729.15,5.5
100472,958,19368.64,9.5,109,647.0,5.5
100478,1136,11914.14,6.0,170,990.85,5.5
100480,0,0.0,0.0,84,636.81,5.5
100483,926,33393.63,6.5,175,16767.19,6.5
100488,0,0.0,0.0,118,10265.45,6.0
100489,1082,19885.39,7.0,113,685.05,6.0
100493,1405,23709.22,8.99,235,1391.09,6.0
100517,0,0.0,0.0,156,978.1,5.5
100537,1625,18610.96,4.4,184,1046.49,5.5
100541,1104,16269.43,6.5,167,1486.76,6.0
100546,0,0.0,0.0,148,3791.66,6.0
100568,0,0.0,0.0,210,1249.2,5.5
100569,1246,33089.17,6.5,263,12501.8,6.0
100570,0,0.0,0.0,21,132.0,6.0
100572,0,0.0,0.0,181,1076.94,5.5
100573,1075,24684.88,9.0,155,888.1,5.5
100583,1349,17741.96,5.0,102,597.55,6.0
100593,1305,36949.5,10.0,319,18187.5,6.0
100595,0,0.0,0.0,126,722.7,5.5
100599,0,0.0,0.0,230,1325.4,5.5
1006,1841,18778.19,4.8,100,579.5,5.5
100600,0,0.0,0.0,199,1167.48,5.5
100608,1657,40276.7,4.5,251,1432.45,5.5
100611,0,0.0,0.0,50,303.0,6.0
100613,1265,35662.36,6.5,221,8106.410000000001,6.0
100614,1244,20097.61,6.5,188,1099.0,5.5
100617,0,0.0,0.0,225,1265.38,5.5
100618,788,15104.58,10.0,138,1015.73,5.5
10062,979,12917.03,6.5,223,1576.01,6.0
100620,0,0.0,0.0,61,385.25,5.5
100621,1631,16901.64,4.35,194,1194.35,6.0
100622,0,0.0,0.0,284,9771.45,6.0
100625,0,0.0,0.0,265,13646.17,6.0
100635,0,0.0,0.0,84,517.0,5.5
100636,919,21239.71,9.5,199,1259.81,6.0
100640,1071,22903.11,6.5,192,1166.3,5.5
100645,1058,27669.81,8.99,213,8488.45,6.0
100656,1030,30498.64,9.0,232,1379.95,5.5
100658,1046,20487.6,9.0,216,1577.57,6.0
100662,0,0.0,0.0,152,839.3,5.5
100664,0,0.0,0.0,175,1355.64,6.0
100687,788,28062.94,10.0,172,11804.46,6.0
100688,1771,32379.62,4.5,355,17673.93,6.0
100690,1953,19920.39,4.5,186,1400.78,6.0
100694,1819,21732.28,4.5,107,661.55,6.0
100703,983,10376.6,6.5,84,492.0,6.0
100708,0,0.0,0.0,250,2219.24,6.0
100709,0,0.0,0.0,125,751.95,5.5
100727,0,0.0,0.0,149,849.35,5.5
100728,0,0.0,0.0,144,927.0,6.0
100735,0,0.0,0.0,153,899.05,5.5
100736,965,34567.0,6.5,166,1025.16,6.0
100746,0,0.0,0.0,236,1436.46,5.5
100751,1273,21256.65,9.0,171,1079.15,6.0
100752,0,0.0,0.0,199,1280.83,5.5
100754,0,0.0,0.0,133,962.6,6.0
100758,0,0.0,0.0,154,8530.5,6.0
100766,818,30779.63,6.5,156,939.5,6.0
100774,0,0.0,0.0,45,295.5,6.0
10078,1057,26410.51,5.5,193,22635.55,6.0
100782,1104,19700.32,9.0,188,1148.55,6.0
100786,0,0.0,0.0,71,432.0,5.5
100788,0,0.0,0.0,243,1385.25,5.5
100796,1369,31762.38,6.0,168,8938.8,6.5
100800,1189,33771.17,9.5,291,15655.2,6.5
100803,0,0.0,0.0,154,922.5,5.5
100805,1020,13033.75,7.0,144,836.4,5.5
100817,0,0.0,0.0,209,1314.4,5.5
100818,1102,19822.85,9.0,178,1081.0,5.5
100820,1724,36982.39,4.725,197,21919.55,5.5
100827,1623,20168.88,3.5,117,675.48,5.5
100832,0,0.0,0.0,234,12548.35,6.0
100848,1204,17285.23,9.0,283,1651.95,5.5
100856,0,0.0,0.0,265,1723.2,6.0
100859,1472,18031.35,2.65,194,1137.5,5.5
100861,0,0.0,0.0,123,772.35,6.0
100866,1117,22614.96,9.0,220,1354.6,5.5
100873,1283,25837.44,6.0,211,1513.2,5.5
100875,0,0.0,0.0,192,1325.23,5.5
100892,0,0.0,0.0,196,1134.35,5.5
100897,0,0.0,0.0,205,1196.26,5.5
100901,711,10082.63,9.5,90,566.5,6.0
100906,955,12528.25,9.0,281,1701.24,5.5
100909,920,15686.85,6.5,239,1421.1,5.5
10091,0,0.0,0.0,167,32979.0,6.0
10092,1115,33489.99,6.5,280,17247.0,6.0
100925,681,26093.43,10.0,283,17442.5,6.0
100927,1152,16262.79,6.5,116,731.5,6.0
100931,1664,22332.81,6.5,146,888.3,6.0
100934,1111,18579.25,6.5,215,1310.59,6.0
100947,1586,20783.2,6.0,234,1422.1,5.5
10096,0,0.0,0.0,86,748.66,6.0
100967,0,0.0,0.0,218,1861.26,6.0
100984,0,0.0,0.0,196,24978.39,5.5
100986,1034,15314.23,9.0,291,2019.94,6.0
100988,1351,19714.77,6.0,262,1566.6,6.0
10099,1184,30489.75,6.5,254,14781.0,6.0
10116,0,0.0,0.0,92,552.35,6.0
10126,1431,34285.46,2.65,112,599.7,5.25
10130,1111,33327.68,9.0,179,1099.5,6.0
10134,1208,24656.36,9.0,149,918.15,6.0
10140,0,0.0,0.0,198,1107.5,6.0
10141,1898,34356.08,4.275,144,9966.83,6.0
10142,0,0.0,0.0,177,1032.2,5.5
10145,2134,18353.37,4.5,263,1535.8,5.5
10147,831,29972.11,10.0,58,352.5,5.5
10152,0,0.0,0.0,104,614.5,5.5
10156,1095,18676.37,6.0,210,1732.39,6.0
10165,0,0.0,0.0,114,727.39,6.0
10167,0,0.0,0.0,145,839.75,5.5
10169,0,0.0,0.0,277,8572.52,6.0
10172,0,0.0,0.0,176,6271.39,5.5
10179,1682,19112.86,4.5,218,1296.4,5.5
1018,805,15612.21,9.0,91,718.5,6.0
10180,868,20442.02,11.0,175,1047.5,5.5
10192,0,0.0,0.0,199,1406.07,6.0
10197,0,0.0,0.0,202,14595.08,6.5
10209,1123,32359.36,9.0,223,13147.9,6.0
10211,0,0.0,0.0,281,1863.34,5.5
10215,1153,28614.38,6.5,273,17006.05,6.0
1023,0,0.0,0.0,178,1048.8,5.5
10240,0,0.0,0.0,193,1085.37,5.5
10253,1797,20128.04,4.65,248,1434.8,6.0
10254,914,16778.02,9.0,233,1327.15,5.5
10259,1637,21842.23,4.2,189,1174.32,5.5
10266,0,0.0,0.0,291,13195.05,6.0
10267,0,0.0,0.0,164,992.5,5.5
10280,836,12562.95,9.0,156,935.85,5.5
10296,0,0.0,0.0,207,10268.56,5.5
10300,1048,21919.62,6.5,209,1321.61,6.0
10302,0,0.0,0.0,211,1442.3,5.5
10314,1089,21605.51,9.0,133,781.05,6.0
10320,1013,17385.74,6.5,119,813.54,6.0
10356,1833,17366.64,4.5,204,1142.3,5.5
10371,1653,23974.11,4.5,110,639.95,5.5
10384,0,0.0,0.0,94,586.45,6.0
10386,905,16919.52,10.0,200,1629.54,6.0
10389,0,0.0,0.0,236,12977.78,6.0
10394,0,0.0,0.0,226,12176.16,6.0
10395,0,0.0,0.0,301,19674.87,6.0
10400,0,0.0,0.0,226,1458.57,5.5
10402,1268,19967.46,9.5,127,776.6,6.0
10410,1042,32980.95,9.0,109,626.1,5.5
10420,0,0.0,0.0,188,12603.92,6.0
10427,0,0.0,0.0,175,982.95,5.5
10432,896,20914.72,9.0,54,358.08,6.0
10436,0,0.0,0.0,185,1096.05,5.5
10442,910,16720.28,8.99,179,1069.0,5.5
10451,1031,31147.68,9.0,188,1120.85,6.0
10454,1113,27466.399999999998,6.82,144,8108.5199999999995,6.0
10464,558,15918.86,10.5,103,635.0,6.0
10466,0,0.0,0.0,259,6413.23,6.5
10479,1074,22805.29,9.0,101,599.3,6.0
10480,0,0.0,0.0,263,1726.35,6.0
10485,2177,19211.31,4.5,181,1037.55,5.5
10489,0,0.0,0.0,258,1817.18,6.0
10500,0,0.0,0.0,211,23067.86,5.5
10501,0,0.0,0.0,221,12423.199999999999,6.0
10505,0,0.0,0.0,205,1229.4,6.0
10514,1759,20710.8,4.5,206,1263.28,5.5
10515,0,0.0,0.0,150,985.29,5.5
10520,1186,17244.09,9.0,235,1367.8,5.5
10521,821,18221.7,11.0,175,1091.0,6.0
10525,0,0.0,0.0,314,1796.7,5.5
10526,0,0.0,0.0,174,1023.95,6.0
1053,1319,19444.57,6.0,133,796.85,6.0
10534,0,0.0,0.0,138,850.95,6.0
10538,1607,18806.84,4.0,215,1373.3700000000001,6.0
10548,0,0.0,0.0,23,119.1,5.5
1055,0,0.0,0.0,141,860.55,6.0
10571,0,0.0,0.0,61,370.7,6.0
10572,1016,15926.960000000001,6.5,190,1418.01,6.0
10581,1783,22412.23,2.65,76,412.25,6.0
10586,762,16489.63,10.0,176,1156.01,6.0
1059,1004,17491.45,9.0,164,1164.56,6.0
10592,1074,15618.28,6.5,182,1251.66,5.5
10596,0,0.0,0.0,200,1165.7,5.5
10605,596,32744.41,10.0,179,1100.3,5.5
10606,929,20903.16,9.0,89,582.81,5.5
10607,0,0.0,0.0,196,1175.0,5.75
1062,0,0.0,0.0,207,1186.85,5.5
10634,1105,18458.829999999998,6.5,105,676.85,5.5
10636,1267,20080.88,6.0,104,628.1,5.75
10637,0,0.0,0.0,177,1099.55,6.0
10638,0,0.0,0.0,234,5819.63,6.0
1064,0,0.0,0.0,215,1271.7,5.5
10641,1228,29457.36,6.0,183,17786.9,6.0
10659,1212,33227.58,9.0,190,10029.7,6.0
10673,0,0.0,0.0,153,909.24,5.5
10693,950,15692.6,5.0,119,828.44,6.0
10694,0,0.0,0.0,252,8231.75,5.75
10695,1524,36550.53,4.0,26,151.5,5.25
10696,1401,25012.57,6.0,164,1075.31,6.0
10703,0,0.0,0.0,375,2662.61,6.0
10709,1833,15509.12,4.5,196,1066.6,5.5
1071,930,13505.42,5.0,179,1110.1,6.0
10716,957,15518.19,7.0,77,438.2,6.0
10724,0,0.0,0.0,128,784.6,5.5
10727,0,0.0,0.0,100,612.35,6.0
10730,0,0.0,0.0,35,238.0,6.5
10740,986,21848.36,6.5,205,1231.98,6.0
10743,1102,31296.64,6.5,290,12911.95,6.0
10744,0,0.0,0.0,186,1088.15,6.0
10747,0,0.0,0.0,313,121322.25,6.0
10748,0,0.0,0.0,185,1099.68,6.0
10764,0,0.0,0.0,136,831.05,6.0
10765,959,30904.95,9.0,20,117.5,6.0
1078,958,14967.27,8.99,183,1077.55,5.5
1079,0,0.0,0.0,163,1263.77,6.0
10792,0,0.0,0.0,196,1312.53,5.5
10794,1469,25437.53,6.0,106,918.02,6.5
10806,0,0.0,0.0,200,1229.0,5.5
10813,1769,22875.45,4.5,112,635.3,5.5
10819,1165,16117.87,4.5,121,859.79,6.0
10821,0,0.0,0.0,104,926.74,6.5
10826,2030,19609.97,4.5,190,1099.3,5.5
10834,0,0.0,0.0,117,941.94,6.0
10840,0,0.0,0.0,164,1027.17,5.5
10855,1081,30643.24,6.5,259,16829.8,6.0
1086,1210,20213.62,6.0,140,970.9,5.5
10864,0,0.0,0.0,132,746.4,5.5
10866,1634,20094.26,4.3,132,765.85,6.0
1087,1703,15920.14,4.5,236,1367.5,5.5
10871,0,0.0,0.0,216,8154.09,5.5
10881,0,0.0,0.0,59,365.5,6.0
10887,0,0.0,0.0,154,7886.86,6.0
10913,1263,26374.329999999998,9.0,180,1224.65,6.0
10916,0,0.0,0.0,240,1454.65,6.0
10928,0,0.0,0.0,224,1297.0,5.5
1093,0,0.0,0.0,162,11703.5,6.0
10937,1816,29648.4,5.0,227,16327.5,6.0
10942,0,0.0,0.0,137,828.05,6.0
10944,1153,26226.76,4.5,163,9142.1,6.0
10963,1189,20184.78,6.0,63,384.0,6.0
10974,0,0.0,0.0,190,1615.57,5.5
10983,1194,29551.09,9.0,138,4362.95,6.0
1099,0,0.0,0.0,256,1863.4,6.0
11000,0,0.0,0.0,238,1428.6,5.5
11005,0,0.0,0.0,257,1704.74,6.0
11008,894,18473.35,6.75,171,1322.19,5.5
11012,1331,31356.36,6.5,135,4124.5,5.5
11020,0,0.0,0.0,97,6137.0,6.0
11039,1039,13144.17,6.0,226,1303.2,6.0
11054,1188,13947.16,6.5,199,1234.9,6.0
11056,1156,15005.67,6.5,217,1441.37,6.0
11057,1338,15949.21,6.0,131,86715.65,9.0
11066,0,0.0,0.0,178,1023.6,5.5
11092,0,0.0,0.0,123,723.95,5.5
11096,1589,15489.87,4.5,125,764.19,5.5
11099,1003,13237.83,6.0,205,1477.78,5.5
11100,1004,30892.079999999998,5.0,153,5260.4,6.0
11105,1564,34351.81,6.5,187,10270.0,6.0
11111,1199,15598.58,9.0,184,1169.18,6.0
11120,1554,23317.58,6.0,134,837.8,6.0
11124,1440,17702.36,6.0,144,886.9,6.0
1113,983,12201.9,6.5,133,782.95,6.0
11131,0,0.0,0.0,194,10522.96,6.0
11133,888,27848.06,8.99,253,20856.25,6.0
11135,0,0.0,0.0,130,772.35,5.5
11137,1188,28306.97,6.5,294,14274.43,6.0
11143,1769,18178.0,4.5,179,1161.78,6.0
11145,1026,15742.68,6.5,117,812.02,6.0
11151,0,0.0,0.0,153,1054.0,6.0
11156,0,0.0,0.0,263,1918.59,5.5
11163,845,19172.86,10.5,98,611.5,6.0
11167,1268,19972.1,5.75,91,505.7,5.5
11171,1860,17925.2,4.9,314,1980.04,5.5
11177,1920,30424.25,5.0,206,1200.4,6.0
11182,1654,23388.19,4.4,219,1312.81,6.0
11183,1060,32132.79,5.0,92,572.45,5.5
11197,933,11588.59,6.5,101,569.65,5.5
1120,1001,18942.52,5.0,150,926.6,5.5
11201,0,0.0,0.0,127,795.8,6.0
11202,1802,13801.92,2.65,167,1020.15,5.0
11211,1067,18452.73,6.5,217,1550.46,6.0
11213,1087,17128.59,6.5,207,1238.27,5.5
1122,938,30817.08,6.0,89,509.2,6.0
11229,0,0.0,0.0,114,745.6,6.0
11230,0,0.0,0.0,123,770.5,6.0
11232,2055,19200.12,4.5,189,1112.05,6.0
11237,699,13197.71,10.0,269,1612.5,5.5
11239,1608,22650.2,6.0,208,1259.25,5.5
11244,0,0.0,0.0,168,1022.55,5.5
11248,0,0.0,0.0,134,802.3,6.0
1125,923,14925.6,9.0,148,1068.35,6.0
11252,1652,35399.38,2.65,172,11794.35,6.0
11256,1066,19130.47,9.0,112,694.47,5.5
11261,0,0.0,0.0,121,942.65,6.0
11267,0,0.0,0.0,124,728.0,6.0
11303,1321,20995.43,6.5,235,1419.35,6.0
11307,0,0.0,0.0,142,832.52,5.5
11310,0,0.0,0.0,157,935.4,5.5
11314,2134,33974.69,4.5,329,25023.140000000003,5.5
11322,0,0.0,0.0,147,815.65,5.5
11324,0,0.0,0.0,231,1446.25,6.0
11329,0,0.0,0.0,299,17991.05,6.0
1133,1170,23130.41,5.0,115,840.83,5.5
11343,1101,20194.95,6.5,231,1359.6,6.0
11347,1291,20013.26,9.0,187,1112.46,5.5
11350,0,0.0,0.0,72,5580.19,6.0
11370,881,16042.5,9.0,112,687.53,5.5
11379,1392,32048.68,6.0,129,3438.65,6.0
11382,954,15204.47,9.5,121,750.4,6.0
11383,0,0.0,0.0,186,1107.5,5.5
11387,0,0.0,0.0,203,1622.99,6.0
11396,0,0.0,0.0,11,65.5,5.0
11401,1036,18978.49,6.5,120,717.6,5.5
11405,1862,38581.98,4.8,129,706.51,5.5
11406,0,0.0,0.0,118,767.81,5.5
11416,0,0.0,0.0,174,1340.0,5.75
11417,973,18932.37,9.0,120,724.3,6.0
1142,906,15215.22,10.0,83,659.34,5.5
11420,984,14979.9,6.5,171,1020.1,5.5
11421,1093,13913.93,6.0,25,138.7,5.5
11426,1491,35000.89,9.0,187,7586.85,6.0
11431,0,0.0,0.0,128,796.19,6.0
11444,0,0.0,0.0,206,1237.89,6.0
11448,1591,20855.62,6.5,173,1160.07,6.0
11451,1172,29981.43,6.5,272,14801.02,6.0
11454,1571,21399.53,4.1,167,953.95,5.5
11456,0,0.0,0.0,136,827.74,6.0
11458,0,0.0,0.0,157,1101.89,5.5
11460,1372,18576.27,6.5,323,2120.31,5.5
11464,0,0.0,0.0,116,689.2,5.5
11465,0,0.0,0.0,143,817.2,5.5
11466,1117,17997.37,8.47,123,740.1,6.0
11472,0,0.0,0.0,144,820.9,5.5
11475,1542,32231.260000000002,4.074999999999999,245,16231.13,6.0
1149,0,0.0,0.0,161,1090.2,6.0
11494,1339,17115.81,5.5,96,621.5,6.0
11505,1697,30182.95,4.5,251,9449.75,6.0
11545,0,0.0,0.0,49,263.05,5.5
11550,1696,12772.4,4.5,224,1272.1,5.75
11554,0,0.0,0.0,147,868.4,5.5
11559,1270,21225.36,6.5,79,527.7,5.5
11560,0,0.0,0.0,240,1428.47,5.5
11561,0,0.0,0.0,143,872.2,6.0
11563,1248,18480.13,9.0,163,1013.19,6.0
11568,1191,15436.84,8.99,126,744.65,5.5
11570,987,18540.61,9.0,281,1914.33,6.0
11577,1158,17796.86,6.5,142,998.58,5.5
11582,0,0.0,0.0,177,1017.1,5.5
11584,0,0.0,0.0,226,1322.7,5.5
1159,0,0.0,0.0,153,850.69,5.5
11613,1776,29951.84,4.025,252,21264.32,5.5
11619,1075,20646.0,5.0,48,275.42,5.5
11620,1145,34297.94,6.5,249,17084.7,5.5
11628,2107,37487.19,4.5,285,1611.05,6.0
11630,1151,26450.59,5.5,161,975.65,5.5
11636,744,15639.48,10.0,231,1361.0,5.5
1164,0,0.0,0.0,147,906.0,6.0
11648,1266,20679.4,5.5,155,924.05,5.5
11655,0,0.0,0.0,331,280272.0,985.0
11662,1192,27086.89,9.0,258,2024.52,5.5
11672,0,0.0,0.0,180,1088.9,5.5
11673,899,31512.27,9.0,163,941.7,5.5
11680,1051,13895.01,6.36,43,228.3,5.5
11683,673,19080.16,10.5,129,993.8100000000001,6.0
1169,0,0.0,0.0,74,432.25,6.0
11694,766,29718.22,6.5,51,331.61,5.5
11714,0,0.0,0.0,131,766.95,5.5
11722,0,0.0,0.0,61,4236.95,6.5
11729,1406,30065.86,6.0,138,4294.25,5.5
11730,0,0.0,0.0,174,998.3,5.5
11734,963,21801.41,6.5,97,628.93,5.5
11736,0,0.0,0.0,189,11418.24,5.5
1174,1084,15780.56,6.5,196,1500.81,6.0
11742,702,28070.98,10.0,148,17477.5,6.0
11750,0,0.0,0.0,270,24098.25,6.0
11752,0,0.0,0.0,92,5493.15,6.0
11755,1036,18741.24,9.0,111,659.8,6.0
11756,1811,33807.32,4.5,290,18501.0,6.0
11757,0,0.0,0.0,32,196.5,5.5
11762,1544,18136.920000000002,2.55,104,653.75,5.0
11765,1228,17338.78,6.5,177,1080.66,6.0
11774,0,0.0,0.0,186,1173.97,6.0
11778,0,0.0,0.0,185,1117.35,6.0
11779,0,0.0,0.0,191,1026.05,5.5
11786,1166,14892.36,9.0,146,854.55,6.0
1179,1162,30291.95,6.5,228,1384.94,5.5
1180,1185,31809.93,9.0,137,829.0,6.0
11813,974,12393.29,6.5,84,492.95,5.5
11821,1657,24726.24,4.6,102,586.81,5.75
11822,924,31163.24,9.0,141,18446.0,9.0
11823,1258,17623.41,8.995000000000001,157,910.95,5.5
11827,1610,31684.77,4.5,243,18248.5,5.5
11834,0,0.0,0.0,253,1747.67,5.5
1184,0,0.0,0.0,168,983.4,5.5
1186,1068,17534.07,9.0,150,921.56,5.5
11872,671,29096.96,10.0,110,665.5,5.75
11889,0,0.0,0.0,356,2184.34,5.5
1189,1282,18691.57,9.0,208,1350.28,6.0
11907,1245,23518.97,8.99,88,558.22,6.0
11913,0,0.0,0.0,145,866.9,6.0
11921,1202,17806.61,6.68,136,801.85,5.5
11926,1254,31370.66,5.5,213,20762.07,6.0
11941,0,0.0,0.0,205,1190.3,5.5
11944,0,0.0,0.0,230,1317.25,5.5
11949,0,0.0,0.0,105,625.1,5.5
11961,725,25403.01,11.0,95,581.5,6.0
11964,1052,19551.18,6.5,103,627.0,6.0
11965,1095,30987.29,9.0,163,8843.03,6.0
11971,1052,21930.87,8.99,80,505.45,6.0
11976,1927,33457.51,3.0,187,11352.25,6.0
11977,0,0.0,0.0,327,2132.28,5.5
11979,0,0.0,0.0,57,348.0,5.5
11988,1303,12745.05,5.5,146,895.55,5.5
12001,1126,27264.0,6.5,229,10625.3,6.5
12002,0,0.0,0.0,43,253.0,5.0
12006,817,16370.55,10.0,136,926.44,6.0
12013,0,0.0,0.0,188,1125.35,5.5
12015,0,0.0,0.0,255,1804.49,6.0
12020,0,0.0,0.0,118,894.24,6.0
12026,825,13840.99,10.0,236,1689.13,6.0
12035,1682,23850.81,4.5,210,1225.25,5.5
12037,0,0.0,0.0,240,1939.29,6.0
12048,1024,31013.61,6.5,135,11081.74,6.0
12052,0,0.0,0.0,153,892.2,5.5
12060,1774,23635.31,5.0,228,1300.79,5.5
12061,0,0.0,0.0,248,16792.15,6.0
12069,1139,26399.54,6.0,107,646.9,5.5
12070,0,0.0,0.0,133,825.0699999999999,6.0
12076,0,0.0,0.0,41,225.8,5.5
12077,0,0.0,0.0,196,1186.6,6.0
12082,0,0.0,0.0,164,924.87,5.5
12092,0,0.0,0.0,86,512.32,5.5
12095,993,17569.71,10.0,250,1862.21,6.0
1210,837,15048.09,6.0,74,445.85,5.5
12101,1341,23265.05,6.0,94,559.05,5.5
12114,0,0.0,0.0,212,10735.07,6.5
12122,641,10337.67,6.0,81,642.0,6.0
12125,0,0.0,0.0,106,635.0,5.5
12127,1059,18174.23,9.0,174,1045.2,6.0
12139,0,0.0,0.0,226,67185.0,6.0
1214,1589,36558.28,4.5,232,24296.45,5.5
12141,0,0.0,0.0,174,964.75,5.5
12144,948,19846.66,10.71,105,638.0,6.0
12148,1309,19627.16,9.0,221,1312.34,5.5
12154,1065,24151.54,9.0,234,1527.87,6.0
12160,0,0.0,0.0,193,1145.65,5.5
12162,0,0.0,0.0,123,673.55,5.5
12164,1341,32140.54,6.0,198,14742.880000000001,6.0
12165,0,0.0,0.0,233,7928.35,6.0
1217,895,17761.23,10.0,270,1607.5,5.5
12177,0,0.0,0.0,139,809.87,5.5
12179,933,30847.19,10.0,141,865.0,6.0
1218,0,0.0,0.0,85,3800.0,5.5
12182,1021,15670.58,9.0,178,1398.66,6.0
12183,0,0.0,0.0,101,623.13,6.0
12184,1123,15670.87,6.5,235,1396.8,5.5
12185,0,0.0,0.0,201,11533.0,6.0
12190,1268,36834.48,6.5,236,12400.65,6.0
12197,1482,36340.03,2.65,19,115.5,5.5
12202,994,31887.9,10.625,288,11184.5,6.25
12229,1031,14380.02,7.0,152,1291.87,6.0
12259,1579,14636.21,4.3,194,1081.65,5.5
12270,0,0.0,0.0,345,1995.49,5.5
12271,0,0.0,0.0,235,1786.3,5.5
12285,0,0.0,0.0,160,951.75,5.5
12290,1040,19544.15,6.5,161,989.5,6.0
12301,0,0.0,0.0,195,10520.53,6.5
12302,0,0.0,0.0,169,8172.15,5.5
12316,1373,19385.99,9.59,299,1832.14,6.0
12329,1134,24397.04,9.35,164,951.65,5.5
1233,0,0.0,0.0,163,997.0,6.0
12332,0,0.0,0.0,311,22549.45,6.0
1234,952,26717.82,10.5,132,894.42,6.0
12351,966,28735.8,9.0,107,19586.4,6.0
12356,1318,22256.23,4.5,108,601.25,5.5
12357,0,0.0,0.0,281,2102.84,5.5
12359,1142,22717.49,9.0,208,1244.6,6.0
12361,0,0.0,0.0,89,545.05,5.5
12368,0,0.0,0.0,132,822.45,5.5
12378,1657,17302.14,4.5,89,480.25,5.5
1238,0,0.0,0.0,67,435.25,6.0
12382,0,0.0,0.0,186,1173.1,6.0
12384,1479,22072.32,2.45,141,804.25,5.5
12387,1681,18526.12,4.5,174,1012.9,5.75
12391,1105,18435.18,7.0,199,1585.6,6.0
12396,715,16257.41,10.0,114,719.99,6.0
12403,1323,29628.76,6.0,147,881.15,5.5
12407,1857,18172.95,4.5,291,1706.2,5.5
